Name	Completeness	Contamination	Strain_heterogeneity	Genome_size	Contig_N50	GC	Group
R_45_A_1.bin.27	75.08	1.92	0	2.792158	6.834	70.3	R_45
R_45_A_2.bin.01	88.85	2.05	88.89	3.492802	40.523	69.9	R_45
R_45_A_2.bin.02	93.49	0.1	50	3.754912	30.34	72.2	R_45
R_45_A_2.bin.03	100	0	0	5.38495	162.497	67.7	R_45
R_45_A_2.bin.04	100	0.67	0	5.203717	190.712	35.4	R_45
R_45_A_2.bin.05	88.43	1.71	66.67	3.380019	15.698	73.8	R_45
R_45_A_2.bin.06	95.25	0.49	50	3.229186	63.741	70.7	R_45
R_45_A_2.bin.07	77.85	0.09	50	2.978831	55.546	64.3	R_45
R_45_A_2.bin.08	95.05	0.28	12.5	4.739372	71.223	70.3	R_45
R_45_A_2.bin.09	98.88	3.11	12.5	3.155112	46.502	70.1	R_45
R_45_A_2.bin.10	88.38	1.28	100	3.78548	37.455	72.2	R_45
R_45_A_2.bin.11	82.12	0.53	0	3.415409	26.137	41.3	R_45
R_45_A_2.bin.12	79.17	1.64	0	2.828351	2.838	42.4	R_45
R_45_A_3.bin.01	99.72	0.78	100	3.222103	73.098	70.7	R_45
R_45_A_3.bin.02	90.42	0.23	0	5.940333	136.467	52	R_45
R_45_A_3.bin.03	83.93	3.48	55.56	7.208376	10.643	72.6	R_45
R_45_A_3.bin.04	82.64	0.12	0	4.360651	73.262	56.3	R_45
R_45_A_3.bin.05	100	3.13	9.09	9.010498	80.8	71.5	R_45
R_45_A_3.bin.06	100	1.96	0	5.3982	150.138	35.2	R_45
R_45_A_3.bin.07	82.91	3.6	12.5	4.993911	5.202	67.9	R_45
R_45_A_3.bin.08	75.2	2.02	50	5.654829	5.912	74.1	R_45
R_45_A_3.bin.09	99.96	2.27	0	5.580991	489.781	69.8	R_45
R_45_A_3.bin.10	97.05	3.42	0	3.239015	41.439	70.1	R_45
R_45_A_3.bin.11	79.93	0.75	75	2.945418	14.008	74.1	R_45
R_45_A_3.bin.12	99.59	1.21	25	5.036997	118.036	63	R_45
R_45_M_1.bin.01	99.76	4.55	14.29	3.591087	62.83	42.7	R_45
R_45_M_1.bin.02	76.19	3.48	42.86	7.177748	8.088	71.1	R_45
R_45_M_1.bin.03	99.99	0.77	0	4.257612	308.026	44.3	R_45
R_45_M_1.bin.04	91.96	0.99	41.67	3.488654	31.428	44	R_45
R_45_M_1.bin.05	88.83	1.68	18.75	3.578899	24.315	44.3	R_45
R_45_M_1.bin.06	96.8	2.7	33.33	3.282904	52.781	70.7	R_45
R_45_M_1.bin.07	96.35	0.01	100	3.995841	40.923	45.9	R_45
R_45_M_1.bin.08	100	0.07	0	4.667465	34.737	41.8	R_45
R_45_M_1.bin.09	72.55	2.17	100	3.078299	4.188	41.3	R_45
R_45_M_1.bin.10	100	0.8	33.33	3.42111	28.266	42.6	R_45
R_45_M_1.bin.11	92.43	0.64	0	3.314521	27.692	74.2	R_45
R_45_M_2.bin.01	96.28	0.02	0	4.242883	36.085	41.8	R_45
R_45_M_2.bin.02	96.34	0.45	40	4.591543	66.789	63.2	R_45
R_45_M_2.bin.03	96.22	2.14	0	6.118683	210.543	54.4	R_45
R_45_M_2.bin.04	99.75	0.93	0	4.479567	110.525	43.8	R_45
R_45_M_2.bin.05	86	1.64	14.29	5.086068	13.745	52.9	R_45
R_45_M_2.bin.06	86.52	2.68	36.36	9.034838	18.457	71.4	R_45
R_45_M_2.bin.07	68.79	1.48	0	2.753403	6.234	44.1	R_45
R_45_M_2.bin.08	100	0.38	0	3.238733	160.719	70.1	R_45
R_45_M_2.bin.09	91.92	0.07	100	2.589833	24.426	70.9	R_45
R_45_M_2.bin.10	77.36	1.83	0	4.256183	9.259	69.9	R_45
R_45_M_2.bin.11	96.02	0.95	0	4.381308	70.92	35.3	R_45
R_45_M_2.bin.12	88.64	0.64	100	3.347145	15.973	74.1	R_45
R_45_M_2.bin.13	99.97	1.4	28.57	5.7761	72.567	47.8	R_45
R_45_M_2.bin.14	87.4	5.07	0	5.268437	12.008	67.9	R_45
R_45_M_3.bin.01	86.06	6.6	100	3.79841	10.828	74	R_45
R_45_M_3.bin.02	78.46	1.96	100	3.478544	5.582	75.5	R_45
R_45_M_3.bin.03	75.82	0.84	66.67	6.175577	24.296	72.9	R_45
R_45_M_3.bin.04	100	0.75	0	5.079302	254.678	35.4	R_45
R_45_M_3.bin.05	94.58	0.58	0	6.126639	28.208	52.8	R_45
R_45_M_3.bin.06	100	1.48	0	5.426609	33.975	69.8	R_45
R_45_M_3.bin.07	98.49	0.02	0	4.08035	462.703	45.9	R_45
R_45_M_3.bin.08	94.46	0.17	16.67	5.126129	11.239	67.7	R_45
R_45_M_3.bin.09	99.32	2.58	10	8.309918	77.456	72.2	R_45
R_45_M_3.bin.10	99.99	2.27	33.33	5.976637	124.628	47.6	R_45
R_45_M_3.bin.11	55.41	9.71	66.67	5.172271	17.965	72.8	R_45
R_45_N_1.bin.02	99.68	0.65	0	3.164653	65.722	70.8	R_45
R_45_N_1.bin.03	68.46	4.61	0	3.391478	2.674	39.2	R_45
R_45_N_1.bin.04	75.36	0.97	16.67	2.860306	5.299	74	R_45
R_45_N_1.bin.05	81.11	0.45	0	3.183106	32.593	34.9	R_45
R_45_N_1.bin.06	85.1	0.69	0	2.798917	45.642	43.6	R_45
R_45_N_1.bin.07	77.66	0.16	0	3.146873	33.865	38.4	R_45
R_45_N_1.bin.09	93.89	0.25	0	3.916942	100.16	41	R_45
R_45_N_1.bin.10	99.99	0.01	0	4.118478	855.677	45.8	R_45
R_45_N_1.bin.11	89.95	0	25	3.90179	301.522	37.2	R_45
R_45_N_1.bin.12	81.88	1.3	0	3.375598	41.904	34.8	R_45
R_45_N_1.bin.13	99.97	1.16	0	4.250613	79.08	44.5	R_45
R_45_N_2.bin.01	99.99	0.27	0	2.941229	376.758	70.5	R_45
R_45_N_2.bin.02	92.81	1.36	25	4.132066	14.02	62.8	R_45
R_45_N_2.bin.03	100	1.37	6.25	4.951872	56.905	35.3	R_45
R_45_N_2.bin.04	99.98	1.59	5.88	4.364432	302.922	45.8	R_45
R_45_N_2.bin.05	93.23	0.54	50	3.927726	535.347	70.6	R_45
R_45_N_2.bin.06	80.23	1.37	57.14	3.515806	104.195	64	R_45
R_45_N_2.bin.07	99.45	0.31	0	3.72908	235.569	69.8	R_45
R_45_N_2.bin.08	76.24	1.34	0	3.096395	106.163	64.7	R_45
R_45_N_2.bin.09	100	0.02	0	3.910667	392.814	43.6	R_45
R_45_N_2.bin.10	86.19	2.78	7.41	5.249966	3.501	36.7	R_45
R_45_N_2.bin.11	99.99	0.47	0	3.173733	156.45	70.1	R_45
R_45_N_3.bin.01	100	0	0	5.480143	84.819	67.6	R_45
R_45_N_3.bin.02	100	1.39	0	5.279762	163.555	35.7	R_45
R_45_N_3.bin.03	99.46	0.11	0	6.16443	110.192	53.2	R_45
R_45_N_3.bin.04	92.22	1.01	10	9.655506	58.193	73.2	R_45
R_45_N_3.bin.05	85.22	0.43	100	3.21469	20.166	74	R_45
R_45_N_3.bin.06	95.86	1.69	33.33	3.093497	62.222	70.8	R_45
R_45_N_3.bin.07	94.77	1.47	0	8.290481	48.726	72.4	R_45
R_45_N_3.bin.08	99.94	1.21	25	5.277219	101.555	63.1	R_45
R_45_N_3.bin.09	100	0.03	0	4.188886	995.635	45.8	R_45
R_45_N_3.bin.10	99.9	2.06	33.33	5.634201	64.415	47.7	R_45
R_45_N_3.bin.11	96.83	3.89	0	5.477082	94.081	35.9	R_45
R_45_N_3.bin.12	87.22	1.27	60	7.040648	28.446	72.6	R_45
R_45_N_3.bin.13	97.14	0.08	0	3.169388	450.69	70.2	R_45
R_45_N_3.bin.14	75.02	0.71	0	4.592721	14.636	75	R_45
R_45_N_3.bin.15	87.53	0.22	50	5.15233	15.547	74	R_45
R_45_R_1.bin.02	99.99	0.02	25	4.509937	353.691	37.4	R_45
R_45_R_1.bin.03	99.97	0.47	0	3.25084	74.939	70.6	R_45
R_45_R_1.bin.04	85.4	0.3	0	3.506708	62.692	38.8	R_45
R_45_R_1.bin.05	85.37	7.13	0	4.92272	6.439	62.4	R_45
R_45_R_1.bin.06	86.05	0.02	0	3.59846	68.757	34.8	R_45
R_45_R_1.bin.07	92.98	0.3	100	3.615277	25.707	72.2	R_45
R_45_R_1.bin.08	83.62	0.05	50	3.216698	12.455	74	R_45
R_45_R_1.bin.09	100	0.04	0	4.168828	2176.881	45.8	R_45
R_45_R_1.bin.10	99.71	0.35	14.29	3.853302	66.037	69.8	R_45
R_45_R_1.bin.11	94.28	5.52	11.11	4.518228	114.475	36.3	R_45
R_45_R_1.bin.12	70.54	2.11	50	2.522396	4.039	45	R_45
R_45_R_1.bin.13	61.77	7.02	10	3.084248	3.071	39.8	R_45
R_45_R_1.bin.14	100	0.38	0	3.713333	201.65	41.5	R_45
R_45_R_1.bin.15	99.99	0.02	0	3.01338	99.433	72.5	R_45
R_45_R_1.bin.16	89.11	6.17	15.38	3.843236	32.804	72.2	R_45
R_45_R_1.bin.17	83.73	2.47	20	3.0404	80.213	73.1	R_45
R_45_R_2.bin.01	87.43	0.64	9.09	7.513211	27.213	73.4	R_45
R_45_R_2.bin.02	85.26	2.38	40	3.738423	26.396	72	R_45
R_45_R_2.bin.03	74.89	0.08	37.5	3.012319	42.091	43	R_45
R_45_R_2.bin.05	69.21	1.38	33.33	3.377729	5.53	73.7	R_45
R_45_R_2.bin.06	99.96	0.51	100	3.460235	79.915	70.6	R_45
R_45_R_2.bin.07	100	1.14	0	4.755791	78.765	35.3	R_45
R_45_R_2.bin.08	84.28	1.92	0	4.508186	4.788	55.9	R_45
R_45_R_2.bin.09	84.21	3.25	0	8.197083	13.193	71.7	R_45
R_45_R_2.bin.10	88.84	1.93	0	3.653011	41.245	72.2	R_45
R_45_R_2.bin.11	77.32	0.81	0	3.54123	29.047	64.6	R_45
R_45_R_2.bin.12	99.18	0.52	100	3.767651	33.879	73.6	R_45
R_45_R_2.bin.13	82.38	6.13	55.56	7.529789	11.475	72.5	R_45
R_45_R_2.bin.14	91.81	1.36	0	4.2922	89.751	63.8	R_45
R_45_R_3.bin.01	100	0.14	0	6.360553	458.794	52.3	R_45
R_45_R_3.bin.02	61.03	2.42	12.5	3.353922	2.463	35.5	R_45
R_45_R_3.bin.03	88.17	4.38	52.94	9.796767	32.116	71.1	R_45
R_45_R_3.bin.04	83.68	1.39	87.5	6.695802	18.728	72.7	R_45
R_45_R_3.bin.05	99.94	3.61	0	6.561813	128.653	53.2	R_45
R_45_R_3.bin.06	100	0.73	0	4.896562	68.044	35.3	R_45
R_45_R_3.bin.07	96.14	0.51	0	3.252419	15.474	70.7	R_45
R_45_R_3.bin.08	82.83	1.45	0	7.395433	35.3	72.5	R_45
R_45_R_3.bin.09	80.68	2.91	100	3.052454	14.91	73.9	R_45
R_45_T_1.bin.01	100	1.08	0	4.426993	296.57	44.4	R_45
R_45_T_1.bin.02	84.11	4.02	14.29	3.221642	13.107	39	R_45
R_45_T_1.bin.03	77.29	9.08	83.33	2.905072	6.98	74.4	R_45
R_45_T_1.bin.04	80.69	0.22	0	2.708816	39.011	43.7	R_45
R_45_T_1.bin.05	99.91	0.69	100	3.198869	65.537	70.7	R_45
R_45_T_1.bin.06	61.82	0	0	2.88846	235.705	37.4	R_45
R_45_T_1.bin.07	93.34	0.01	0	3.39671	37.636	35.4	R_45
R_45_T_1.bin.08	99.96	0.98	0	3.304281	241.574	44	R_45
R_45_T_1.bin.09	58.48	3.65	100	4.680705	13.729	72.9	R_45
R_45_T_1.bin.10	78.11	0.22	0	2.761869	6.87	69.6	R_45
R_45_T_1.bin.11	99.96	1.38	33.33	4.405371	115.782	38.4	R_45
R_45_T_1.bin.12	100	0.98	0	4.023297	125.921	37.6	R_45
R_45_T_1.bin.13	99.98	1.35	0	4.427568	112.237	40.6	R_45
R_45_T_2.bin.01	100	0.64	0	5.046284	160.384	35.7	R_45
R_45_T_2.bin.02	88.93	0.26	50	3.626815	29.149	72.3	R_45
R_45_T_2.bin.03	90.6	1.67	100	3.308926	17.758	73.9	R_45
R_45_T_2.bin.04	76.15	0.18	0	3.411663	11.151	72.3	R_45
R_45_T_2.bin.05	83.17	0.03	0	2.869709	70.127	43.2	R_45
R_45_T_2.bin.06	82.57	2.54	40	7.216901	15.299	72.6	R_45
R_45_T_2.bin.07	86.31	2.38	14.29	3.420913	10.595	70.1	R_45
R_45_T_2.bin.08	94.54	1.14	0	3.098051	42.427	70.8	R_45
R_45_T_2.bin.09	81.19	2.68	0	4.034659	10.175	37.7	R_45
R_45_T_2.bin.10	99.83	0.29	0	3.740778	162.427	35.2	R_45
R_45_T_2.bin.11	99.99	0	100	4.064684	70.605	46.2	R_45
R_45_T_2.bin.12	86.51	1.66	25	5.784931	8.555	50	R_45
R_45_T_2.bin.13	93.96	6.94	0	5.282427	61.53	34.4	R_45
R_45_T_2.bin.14	94.2	2.01	0	4.188265	143.956	38.5	R_45
R_45_T_2.bin.15	90.96	1.47	0	3.112492	87.023	69.4	R_45
R_45_T_2.bin.16	99.55	0.83	0	3.184599	149.905	39	R_45
R_45_T_3.bin.01	99.18	1.29	0	3.403276	100.673	70.5	R_45
R_45_T_3.bin.02	100	0.06	0	2.937341	298.74	70.5	R_45
R_45_T_3.bin.03	65.3	9.04	0	3.398123	3.289	44.9	R_45
R_45_T_3.bin.04	92.88	8.24	0	5.791793	12.222	35.7	R_45
R_45_T_3.bin.05	86.09	0	0	3.76373	84.711	72	R_45
R_45_T_3.bin.07	92.52	1.63	0	3.94176	13.541	46.1	R_45
R_45_T_3.bin.08	82.69	0.51	0	5.527854	16.962	74.1	R_45
R_45_T_3.bin.09	88.84	0.96	5.88	4.605209	150.51	35.6	R_45
R_45_T_3.bin.10	99.46	1.69	0	4.920974	72.632	55.8	R_45
R_45_T_3.bin.11	100	0.1	0	3.901803	713.261	70.6	R_45
R_45_T_3.bin.12	77.04	3.6	40	8.100391	9.365	71.5	R_45
R_45_T_3.bin.13	83.9	6	0	4.600822	7.887	69.9	R_45
R_45_T_3.bin.14	90.76	1.01	0	3.69042	37.704	72.2	R_45
R_45_T_3.bin.15	81.96	0.05	44.44	7.123578	16.696	73.6	R_45
R_45_T_3.bin.16	93.52	0.48	8.7	4.172226	91.167	43.4	R_45
R_45_T_3.bin.17	98.17	3.99	100	5.16115	70.199	61.6	R_45
R_45_T_3.bin.18	94.69	5.27	42.86	5.515164	88.127	63.3	R_45
R_45_T_3.bin.19	91.1	2.24	0	3.743276	68.546	70	R_45
R_45_T_3.bin.20	96.6	1.74	11.11	6.333912	19.958	74.9	R_45
R_45_T_3.bin.21	99.81	0.25	100	5.286832	92.411	55.9	R_45
R_45_T_3.bin.22	99.98	1.5	50	6.248947	58.935	52.6	R_45
R_45_T_3.bin.23	79.19	1.43	100	7.129705	11.601	72.6	R_45
R_45_T_3.bin.25	99.98	1.95	50	5.875825	160.307	47.5	R_45
R_45_T_3.bin.26	91.4	1.55	50	3.622316	23.928	43.8	R_45
RS.bin.01	75.9	3.56	0	2.049034	16.186	41	ORS
RS.bin.02	65.3	3.88	50	3.19861	6.477	72.1	ORS
RS.bin.03	52.17	4.27	0	1.140782	6.742	71.9	ORS
RS.bin.04	57.13	8.09	20	2.756123	2.717	41.9	ORS
RS.bin.06	61.22	7.05	0	1.87622	9.708	39.9	ORS
RS.bin.07	68.32	1.24	42.86	1.653125	9.613	55.9	ORS
RS.bin.08	77.82	1.9	0	2.388779	9.815	72.7	ORS
RS.bin.09	83.78	2.13	71.43	2.527888	26.434	64.2	ORS
RS.bin.11	68.77	0.61	0	1.754875	10.912	64.5	ORS
RS.bin.12	58.35	4.21	22.73	2.212311	3.269	66.7	ORS
RS.bin.13	58.96	6.35	0	3.730548	3.281	55.3	ORS
RS.bin.14	97.01	1.69	0	2.930786	29.979	28.4	ORS
RS.bin.15	86.94	4.13	0	2.988228	6.191	55.7	ORS
RS.bin.16	53.09	5.35	15.38	1.334829	8.266	72	ORS
RS.bin.17	57.44	1.47	20	1.823951	7.422	63.8	ORS
RS.bin.18	98.27	0.29	0	2.398044	98.003	33.3	ORS
RS.bin.19	54.95	1.66	0	2.078624	3.894	62	ORS
RS.bin.20	70.42	0.83	0	1.147112	30.952	42	ORS
RS.bin.21	85.71	3.15	14.29	3.891836	5.586	62.7	ORS
RS.bin.22	96.85	2.39	0	2.402271	44.86	35.8	ORS
