Name	Completeness_checkM2	Contamination_checkM2	Completeness_checkM1	Contamination_checkM1	Quality	Sample
R_45_A_3.bin.06	100	1.96	98.2	2.51	HQ MAG	RCES
R_45_A_3.bin.07	82.91	3.6	89.14	2.11	MQ MAG	RCES
R_45_A_3.bin.08	75.2	2.02	61.4	3.51	MQ MAG	RCES
R_45_A_3.bin.09	99.96	2.27	100	0.5	HQ MAG	RCES
R_45_A_3.bin.10	97.05	3.42	93.31	1.89	HQ MAG	RCES
R_45_A_3.bin.11	79.93	0.75	86.34	3.1	MQ MAG	RCES
R_45_A_3.bin.12	99.59	1.21	98.75	1	HQ MAG	RCES
R_45_M_1.bin.01	99.76	4.55	99.34	0.46	HQ MAG	RCES
R_45_M_1.bin.02	76.19	3.48	79.22	7.41	MQ MAG	RCES
R_45_M_1.bin.03	99.99	0.77	98.67	0.33	HQ MAG	RCES
R_45_M_1.bin.04	91.96	0.99	95.74	1.69	HQ MAG	RCES
R_45_M_1.bin.05	88.83	1.68	92.87	1.32	MQ MAG	RCES
R_45_M_1.bin.06	96.8	2.7	97.47	0.51	HQ MAG	RCES
R_45_M_1.bin.07	96.35	0.01	98.06	0.1	HQ MAG	RCES
R_45_M_1.bin.08	100	0.07	96.9	2.1	HQ MAG	RCES
R_45_M_1.bin.09	72.55	2.17	62.05	1.75	MQ MAG	RCES
R_45_M_1.bin.10	100	0.8	94.16	1.66	HQ MAG	RCES
R_45_M_1.bin.11	92.43	0.64	95.16	0.06	HQ MAG	RCES
R_45_M_2.bin.01	96.28	0.02	96.61	1.44	HQ MAG	RCES
R_45_M_2.bin.02	96.34	0.45	93.38	1.16	HQ MAG	RCES
R_45_M_2.bin.03	96.22	2.14	96.55	0.76	HQ MAG	RCES
R_45_M_2.bin.04	99.75	0.93	98.68	2.98	HQ MAG	RCES
R_45_M_2.bin.05	86	1.64	82.65	2.32	MQ MAG	RCES
R_45_M_2.bin.06	86.52	2.68	79.35	2.93	MQ MAG	RCES
R_45_M_2.bin.07	68.79	1.48	68.68	0	MQ MAG	RCES
R_45_M_2.bin.08	100	0.38	99.38	1.18	HQ MAG	RCES
R_45_M_2.bin.09	91.92	0.07	92.68	0.65	HQ MAG	RCES
R_45_M_2.bin.10	77.36	1.83	52.59	0.86	MQ MAG	RCES
R_45_M_2.bin.11	96.02	0.95	92.86	2.31	HQ MAG	RCES
R_45_M_2.bin.12	88.64	0.64	91.42	1.45	MQ MAG	RCES
R_45_M_2.bin.13	99.97	1.4	96.06	1.38	HQ MAG	RCES
R_45_M_2.bin.14	87.4	5.07	74.8	3.45	MQ MAG	RCES
R_45_M_3.bin.01	86.06	6.6	87.82	4.26	MQ MAG	RCES
R_45_M_3.bin.02	78.46	1.96	79.31	0.48	MQ MAG	RCES
R_45_M_3.bin.03	75.82	0.84	66.25	1.07	MQ MAG	RCES
R_45_M_3.bin.04	100	0.75	97.76	2.07	HQ MAG	RCES
R_45_M_3.bin.05	94.58	0.58	92.31	0	HQ MAG	RCES
R_45_M_3.bin.06	100	1.48	97.02	0.5	HQ MAG	RCES
R_45_M_3.bin.07	98.49	0.02	98.56	0	HQ MAG	RCES
R_45_M_3.bin.08	94.46	0.17	95.8	1.09	HQ MAG	RCES
R_45_M_3.bin.09	99.32	2.58	95.87	2.12	HQ MAG	RCES
R_45_M_3.bin.10	99.99	2.27	98.12	0.99	HQ MAG	RCES
R_45_M_3.bin.11	55.41	9.71	68.53	8.62	MQ MAG	RCES
R_45_N_1.bin.02	99.68	0.65	97.05	0	HQ MAG	RCES
R_45_N_1.bin.03	68.46	4.61	54.6	8.62	MQ MAG	RCES
R_45_N_1.bin.04	75.36	0.97	77.87	2.71	MQ MAG	RCES
R_45_N_1.bin.05	81.11	0.45	96.23	0.22	MQ MAG	RCES
R_45_N_1.bin.06	85.1	0.69	97.35	0.88	MQ MAG	RCES
R_45_N_1.bin.07	77.66	0.16	67.24	0	MQ MAG	RCES
R_45_N_1.bin.09	93.89	0.25	89.9	0.88	HQ MAG	RCES
R_45_N_1.bin.10	99.99	0.01	99.59	0	HQ MAG	RCES
R_45_N_1.bin.11	89.95	0	98.28	1.43	MQ MAG	RCES
R_45_N_1.bin.12	81.88	1.3	54.39	0	MQ MAG	RCES
R_45_N_1.bin.13	99.97	1.16	98.33	0.33	HQ MAG	RCES
R_45_N_2.bin.01	99.99	0.27	99.94	1.14	HQ MAG	RCES
R_45_N_2.bin.02	92.81	1.36	93.78	1.23	HQ MAG	RCES
R_45_N_2.bin.03	100	1.37	97	2.65	HQ MAG	RCES
R_45_N_2.bin.04	99.98	1.59	99.55	0.67	HQ MAG	RCES
R_45_N_2.bin.05	93.23	0.54	98.21	0.43	HQ MAG	RCES
R_45_N_2.bin.06	80.23	1.37	91.22	1.32	MQ MAG	RCES
R_45_N_2.bin.07	99.45	0.31	98.59	1.24	HQ MAG	RCES
R_45_N_2.bin.08	76.24	1.34	84.13	0.31	MQ MAG	RCES
R_45_N_2.bin.09	100	0.02	99.71	1.04	HQ MAG	RCES
R_45_N_2.bin.10	86.19	2.78	74.64	6.52	MQ MAG	RCES
R_45_N_2.bin.11	99.99	0.47	98.3	1.22	HQ MAG	RCES
R_45_N_3.bin.01	100	0	99.37	0.46	HQ MAG	RCES
R_45_N_3.bin.02	100	1.39	98.2	2.66	HQ MAG	RCES
R_45_N_3.bin.03	99.46	0.11	96.96	0	HQ MAG	RCES
R_45_N_3.bin.04	92.22	1.01	93.95	2.28	HQ MAG	RCES
R_45_N_3.bin.05	85.22	0.43	88.57	0.78	MQ MAG	RCES
R_45_N_3.bin.06	95.86	1.69	95.66	2.36	HQ MAG	RCES
R_45_N_3.bin.07	94.77	1.47	93.18	1.96	HQ MAG	RCES
R_45_N_3.bin.08	99.94	1.21	98.43	1	HQ MAG	RCES
R_45_N_3.bin.09	100	0.03	99.59	0	HQ MAG	RCES
R_45_N_3.bin.10	99.9	2.06	98.55	0.85	HQ MAG	RCES
R_45_N_3.bin.11	96.83	3.89	98.54	3.92	HQ MAG	RCES
R_45_N_3.bin.12	87.22	1.27	89.59	0.79	MQ MAG	RCES
R_45_N_3.bin.13	97.14	0.08	94.28	0.51	HQ MAG	RCES
R_45_N_3.bin.14	75.02	0.71	53.45	0	MQ MAG	RCES
R_45_N_3.bin.15	87.53	0.22	82.02	0.6	MQ MAG	RCES
R_45_R_1.bin.02	99.99	0.02	99.34	1.43	HQ MAG	RCES
R_45_R_1.bin.03	99.97	0.47	97.47	0	HQ MAG	RCES
R_45_R_1.bin.04	85.4	0.3	87.13	0.88	MQ MAG	RCES
R_45_R_1.bin.05	85.37	7.13	89.08	1.34	MQ MAG	RCES
R_45_R_1.bin.06	86.05	0.02	95.62	0.55	MQ MAG	RCES
R_45_R_1.bin.07	92.98	0.3	90.49	0.86	HQ MAG	RCES
R_45_R_1.bin.08	83.62	0.05	90.16	0.78	MQ MAG	RCES
R_45_R_1.bin.09	100	0.04	99.57	0	HQ MAG	RCES
R_45_R_1.bin.10	99.71	0.35	99.89	1.63	HQ MAG	RCES
R_45_R_1.bin.11	94.28	5.52	94.69	4.64	MQ MAG	RCES
R_45_R_1.bin.12	70.54	2.11	79.89	1.36	MQ MAG	RCES
R_45_R_1.bin.13	61.77	7.02	60.18	5.73	MQ MAG	RCES
R_45_R_1.bin.14	100	0.38	99.59	0.21	HQ MAG	RCES
R_45_R_1.bin.15	99.99	0.02	98.61	0.17	HQ MAG	RCES
R_45_R_1.bin.16	89.11	6.17	82.49	8.36	MQ MAG	RCES
R_45_R_1.bin.17	83.73	2.47	82.21	4.32	MQ MAG	RCES
R_45_R_2.bin.01	87.43	0.64	88.43	3.64	MQ MAG	RCES
R_45_R_2.bin.02	85.26	2.38	85.81	3.47	MQ MAG	RCES
R_45_R_2.bin.03	74.89	0.08	70.31	1.07	MQ MAG	RCES
R_45_R_2.bin.05	69.21	1.38	52.61	3.45	MQ MAG	RCES
R_45_R_2.bin.06	99.96	0.51	96.08	0.21	HQ MAG	RCES
R_45_R_2.bin.07	100	1.14	97.71	2.03	HQ MAG	RCES
R_45_R_2.bin.08	84.28	1.92	83.86	2.87	MQ MAG	RCES
R_45_R_2.bin.09	84.21	3.25	60.98	0	MQ MAG	RCES
R_45_R_2.bin.10	88.84	1.93	91.17	0	MQ MAG	RCES
R_45_R_2.bin.11	77.32	0.81	72.02	0	MQ MAG	RCES
R_45_R_2.bin.12	99.18	0.52	96.8	1.36	HQ MAG	RCES
R_45_R_2.bin.13	82.38	6.13	80.74	7.98	MQ MAG	RCES
R_45_R_2.bin.14	91.81	1.36	91.55	0.63	HQ MAG	RCES
R_45_R_3.bin.01	100	0.14	99.85	0.59	HQ MAG	RCES
R_45_R_3.bin.02	61.03	2.42	54.91	1.87	MQ MAG	RCES
R_45_R_3.bin.03	88.17	4.38	82.07	9.47	MQ MAG	RCES
R_45_R_3.bin.04	83.68	1.39	84.93	1.71	MQ MAG	RCES
R_45_R_3.bin.05	99.94	3.61	99.84	0.61	HQ MAG	RCES
R_45_R_3.bin.06	100	0.73	97.86	2.17	HQ MAG	RCES
R_45_R_3.bin.07	96.14	0.51	93.24	0.29	HQ MAG	RCES
R_45_R_3.bin.08	82.83	1.45	53.74	0	MQ MAG	RCES
R_45_R_3.bin.09	80.68	2.91	84.59	0.34	MQ MAG	RCES
R_45_T_1.bin.01	100	1.08	98.67	0.33	HQ MAG	RCES
R_45_T_1.bin.02	84.11	4.02	94.44	1.85	MQ MAG	RCES
R_45_T_1.bin.03	77.29	9.08	67.46	4.99	MQ MAG	RCES
R_45_T_1.bin.04	80.69	0.22	97.02	0.22	MQ MAG	RCES
R_45_T_1.bin.05	99.91	0.69	97.22	0.05	HQ MAG	RCES
R_45_T_1.bin.06	61.82	0	77.65	0.44	MQ MAG	RCES
R_45_T_1.bin.07	93.34	0.01	97.66	0.22	HQ MAG	RCES
R_45_T_1.bin.08	99.96	0.98	98.68	0.22	HQ MAG	RCES
R_45_T_1.bin.09	58.48	3.65	50.76	1.75	MQ MAG	RCES
R_45_T_1.bin.10	78.11	0.22	77.5	0.95	MQ MAG	RCES
R_45_T_1.bin.11	99.96	1.38	92.78	0.63	HQ MAG	RCES
R_45_T_1.bin.12	100	0.98	81.03	1.72	HQ MAG	RCES
R_45_T_1.bin.13	99.98	1.35	96.69	0.88	HQ MAG	RCES
R_45_T_2.bin.01	100	0.64	97.1	2.13	HQ MAG	RCES
R_45_T_2.bin.02	88.93	0.26	91.49	0.6	MQ MAG	RCES
R_45_T_2.bin.03	90.6	1.67	93.02	0.58	HQ MAG	RCES
R_45_T_2.bin.04	76.15	0.18	59.31	0	MQ MAG	RCES
R_45_T_2.bin.05	83.17	0.03	83.33	0	MQ MAG	RCES
R_45_T_2.bin.06	82.57	2.54	89.13	2.29	MQ MAG	RCES
R_45_T_2.bin.07	86.31	2.38	85.96	2.23	MQ MAG	RCES
R_45_T_2.bin.08	94.54	1.14	91.37	0	HQ MAG	RCES
R_45_T_2.bin.09	81.19	2.68	82.85	5.08	MQ MAG	RCES
R_45_T_2.bin.10	99.83	0.29	99.34	0.22	HQ MAG	RCES
R_45_T_2.bin.11	99.99	0	99.07	0.03	HQ MAG	RCES
R_45_T_2.bin.12	86.51	1.66	91.34	1.23	MQ MAG	RCES
R_45_T_2.bin.13	93.96	6.94	66.84	0	MQ MAG	RCES
R_45_T_2.bin.14	94.2	2.01	93.17	1.48	HQ MAG	RCES
R_45_T_2.bin.15	90.96	1.47	93.94	1.21	HQ MAG	RCES
R_45_T_2.bin.16	99.55	0.83	99.23	0.45	HQ MAG	RCES
R_45_T_3.bin.01	99.18	1.29	98.44	0	HQ MAG	RCES
R_45_T_3.bin.02	100	0.06	100	0.65	HQ MAG	RCES
R_45_T_3.bin.03	65.3	9.04	67.43	3.02	MQ MAG	RCES
R_45_T_3.bin.04	92.88	8.24	62.5	0	MQ MAG	RCES
R_45_T_3.bin.05	86.09	0	91.71	0.52	MQ MAG	RCES
R_45_T_3.bin.07	92.52	1.63	75.06	2.07	HQ MAG	RCES
R_45_T_3.bin.08	82.69	0.51	81.25	1.32	MQ MAG	RCES
R_45_T_3.bin.09	88.84	0.96	90.71	2.75	MQ MAG	RCES
R_45_T_3.bin.10	99.46	1.69	97.76	0.96	HQ MAG	RCES
R_45_T_3.bin.11	100	0.1	100	0.49	HQ MAG	RCES
R_45_T_3.bin.12	77.04	3.6	54.66	4.6	MQ MAG	RCES
R_45_T_3.bin.13	83.9	6	82.19	0.2	MQ MAG	RCES
R_45_T_3.bin.14	90.76	1.01	92.29	0	HQ MAG	RCES
R_45_T_3.bin.15	81.96	0.05	78.65	2.18	MQ MAG	RCES
R_45_T_3.bin.16	93.52	0.48	97.19	2.34	HQ MAG	RCES
R_45_T_3.bin.17	98.17	3.99	66.54	1.72	HQ MAG	RCES
R_45_T_3.bin.18	94.69	5.27	94.04	1.88	MQ MAG	RCES
R_45_T_3.bin.19	91.1	2.24	93.86	1.49	HQ MAG	RCES
R_45_T_3.bin.20	96.6	1.74	96.13	3.47	HQ MAG	RCES
R_45_T_3.bin.21	99.81	0.25	99.73	0.02	HQ MAG	RCES
R_45_T_3.bin.22	99.98	1.5	97.7	0.26	HQ MAG	RCES
R_45_T_3.bin.23	79.19	1.43	73.39	3.07	MQ MAG	RCES
R_45_T_3.bin.25	99.98	1.95	98.66	0.67	HQ MAG	RCES
R_45_T_3.bin.26	91.4	1.55	91.43	1.7	HQ MAG	RCES
RS.bin.01	75.9	3.56	83.53	0.97	MQ MAG	ORS
RS.bin.02	65.3	3.88	60.25	2.59	MQ MAG	ORS
RS.bin.03	52.17	4.27	56.03	3.45	MQ MAG	ORS
RS.bin.04	57.13	8.09	62.25	5.81	MQ MAG	ORS
RS.bin.06	61.22	7.05	54.37	6.15	MQ MAG	ORS
RS.bin.07	68.32	1.24	61.85	2.2	MQ MAG	ORS
RS.bin.08	77.82	1.9	80.35	2.87	MQ MAG	ORS
RS.bin.09	83.78	2.13	82.28	4.56	MQ MAG	ORS
RS.bin.11	68.77	0.61	65.5	0	MQ MAG	ORS
RS.bin.12	58.35	4.21	61.33	3.87	MQ MAG	ORS
RS.bin.13	58.96	6.35	60.78	9.55	MQ MAG	ORS
RS.bin.14	97.01	1.69	100	2.43	HQ MAG	ORS
RS.bin.15	86.94	4.13	78.32	4.09	MQ MAG	ORS
RS.bin.16	53.09	5.35	55.36	4.67	MQ MAG	ORS
RS.bin.17	57.44	1.47	63.33	3.42	MQ MAG	ORS
RS.bin.18	98.27	0.29	97.09	4.85	HQ MAG	ORS
RS.bin.19	54.95	1.66	50.21	1.12	MQ MAG	ORS
RS.bin.20	70.42	0.83	71.15	3.88	MQ MAG	ORS
RS.bin.21	85.71	3.15	90.94	2.81	MQ MAG	ORS
RS.bin.22	96.85	2.39	96.6	3.88	HQ MAG	ORS
